Label,Dst Port,Protocol,time,act_time,COUNT_instances,Timestamp_analog,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
DoS attacks-Slowloris,80,6,21.09259259,6,54,21,15/02/2018 11:00:21,1098,3,2,230,0,230,0,76.66666667,132.7905619,0,0,0,0,209471.7668,4553.734062,274.5,397.9493268,847,3,1093,546.5,424.9711755,847,246,1095,1095,0,1095,1095,0,0,0,0,104,72,2732.240437,1821.493625,0,230,38.33333333,93.89710681,8816.666667,0,0,0,1,0,0,0,0,0,46,76.66666667,0,0,0,0,0,0,0,3,230,2,0,26883,219,1,32,0,0,0,0,0,0,0,0,DoS attacks-Slowloris
DoS attacks-Slowloris,80,6,21.11111111,7,54,21,15/02/2018 11:00:21,72658430,4,3,238,0,230,0,59.5,113.7292106,0,0,0,0,3.275600643,0.096341195,12109738.33,29662152.22,72657353,2,72658428,24219476,41948437.18,72657359,253,72658427,36329213.5,51375750.41,72657355,1072,0,0,0,0,136,104,0.055052112,0.041289084,0,230,29.75,80.96163112,6554.785714,0,0,0,1,0,0,0,0,0,34,59.5,0,0,0,0,0,0,0,4,238,3,0,26883,219,2,32,1075,0,1075,1075,72657353,0,72657353,72657353,DoS attacks-Slowloris
DoS attacks-Slowloris,80,6,21.12962963,8,54,21,15/02/2018 11:00:21,72659327,4,3,238,0,230,0,59.5,113.7292106,0,0,0,0,3.275560204,0.096340006,12109887.83,29662650.69,72658520,2,72659325,24219775,41949187.16,72658524,291,72659324,36329662,51376766.52,72658522,802,0,0,0,0,136,104,0.055051432,0.041288574,0,230,29.75,80.96163112,6554.785714,0,0,0,1,0,0,0,0,0,34,59.5,0,0,0,0,0,0,0,4,238,3,0,26883,219,2,32,805,0,805,805,72658520,0,72658520,72658520,DoS attacks-Slowloris
DoS attacks-Slowloris,80,6,21.14814815,9,54,21,15/02/2018 11:00:21,75734716,4,3,238,0,230,0,59.5,113.7292106,0,0,0,0,3.14254826,0.09242789,12622452.67,30918075.99,75733711,3,75734713,25244904.33,43724592.64,75733715,303,75734697,37867348.5,53551127.65,75733714,983,0,0,0,0,136,104,0.052815937,0.039611953,0,230,29.75,80.96163112,6554.785714,0,0,0,1,0,0,0,0,0,34,59.5,0,0,0,0,0,0,0,4,238,3,0,26883,219,2,32,1002,0,1002,1002,75733711,0,75733711,75733711,DoS attacks-Slowloris
DoS attacks-Slowloris,80,6,21.16666667,10,54,21,15/02/2018 11:00:21,75733647,4,3,238,0,230,0,59.5,113.7292106,0,0,0,0,3.142592618,0.092429195,12622274.5,30917587.15,75732535,3,75733644,25244548,43723901.85,75732561,244,75733644,37866822,53550209.12,75732538,1106,0,0,0,0,136,104,0.052816683,0.039612512,0,230,29.75,80.96163112,6554.785714,0,0,0,1,0,0,0,0,0,34,59.5,0,0,0,0,0,0,0,4,238,3,0,26883,219,2,32,1109,0,1109,1109,75732535,0,75732535,75732535,DoS attacks-Slowloris
DoS attacks-Slowloris,80,6,21.18518519,11,54,21,15/02/2018 11:00:21,3024352,3,0,0,0,0,0,0,0,0,0,0,0,0,0.991948027,1512176,712367.6556,2015896,1008456,3024352,1512176,712367.6556,2015896,1008456,0,0,0,0,0,0,0,0,0,120,0,0.991948027,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,26883,-1,0,40,0,0,0,0,0,0,0,0,DoS attacks-Slowloris
DoS attacks-Slowloris,80,6,21.2037037,12,54,21,15/02/2018 11:00:21,3024558,3,0,0,0,0,0,0,0,0,0,0,0,0,0.991880467,1512279,712197.95,2015879,1008679,3024558,1512279,712197.95,2015879,1008679,0,0,0,0,0,0,0,0,0,120,0,0.991880467,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,26883,-1,0,40,0,0,0,0,0,0,0,0,DoS attacks-Slowloris
DoS attacks-Slowloris,80,6,21.22222222,13,54,21,15/02/2018 11:00:21,107310909,15,3,2530,0,230,0,168.6666667,105.2796729,0,0,0,0,23.5763542,0.167736907,6312406.412,13454363.39,53247565,1,107310908,7665064.857,14547448.78,53247565,399,106302927,53151463.5,31327010.42,75303005,30999922,0,0,0,0,496,100,0.139780756,0.027956151,0,230,133.1578947,116.6691729,13611.69591,0,0,0,1,0,0,0,0,0,140.5555556,168.6666667,0,0,0,0,0,0,0,15,2530,3,0,26883,0,11,32,6148310.5,2233854.266,7727884,4568737,23753571.75,20652300.52,53247565,6655915,DoS attacks-Slowloris
DoS attacks-Slowloris,80,6,21.24074074,14,54,21,15/02/2018 11:00:21,107312391,14,3,2530,0,230,0,180.7142857,97.93752213,0,0,0,0,23.57602861,0.158416003,6707024.438,13911253.94,53247269,3,107312373,8254797.923,15101748.37,53247269,248,107312388,53656194,32044105.08,76314798,30997590,0,0,0,0,456,100,0.130460237,0.027955765,0,230,140.5555556,115.3752049,13311.43791,0,0,0,1,0,0,0,0,0,148.8235294,180.7142857,0,0,0,0,0,0,0,14,2530,3,0,26883,0,11,32,5515170,1683485.482,6705574,4324766,24070508.25,20585664.03,53247269,6655878,DoS attacks-Slowloris
DoS attacks-Slowloris,80,6,21.25925926,15,54,21,15/02/2018 11:00:21,3024182,3,0,0,0,0,0,0,0,0,0,0,0,0,0.992003788,1512091,712551.5034,2015941,1008241,3024182,1512091,712551.5034,2015941,1008241,0,0,0,0,0,0,0,0,0,120,0,0.992003788,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,26883,-1,0,40,0,0,0,0,0,0,0,0,DoS attacks-Slowloris
DoS attacks-Slowloris,80,6,21.27777778,16,54,21,15/02/2018 11:00:21,107311937,14,3,2530,0,230,0,180.7142857,97.93752213,0,0,0,0,23.57612835,0.158416673,6706996.063,13911289.57,53247387,3,107311934,8254764.154,15101792.14,53247387,289,107311931,53655965.5,32044467.83,76314826,30997105,0,0,0,0,456,100,0.130460789,0.027955883,0,230,140.5555556,115.3752049,13311.43791,0,0,0,1,0,0,0,0,0,148.8235294,180.7142857,0,0,0,0,0,0,0,14,2530,3,0,26883,0,11,32,5514937,1683305.876,6705214,4324660,24070515,20585741.02,53247387,6655746,DoS attacks-Slowloris
DoS attacks-Slowloris,80,6,21.2962963,17,54,21,15/02/2018 11:00:21,107310712,15,3,2530,0,230,0,168.6666667,105.2796729,0,0,0,0,23.57639748,0.167737215,6312394.824,13454363.09,53247542,2,107310710,7665050.714,14547449.66,53247542,386,106302940,53151470,31326971.53,75302984,30999956,0,0,0,0,496,100,0.139781013,0.027956203,0,230,133.1578947,116.6691729,13611.69591,0,0,0,1,0,0,0,0,0,140.5555556,168.6666667,0,0,0,0,0,0,0,15,2530,3,0,26883,0,11,32,6148217.5,2233693.046,7727677,4568758,23753568.75,20652286.03,53247542,6655945,DoS attacks-Slowloris
DoS attacks-Slowloris,80,6,21.31481481,18,54,21,15/02/2018 11:00:21,107312178,14,3,2530,0,230,0,180.7142857,97.93752213,0,0,0,0,23.5760754,0.158416317,6707011.125,13911275.2,53247339,3,107312173,8254782.538,15101774.05,53247339,265,107312175,53656087.5,32044283.98,76314818,30997357,0,0,0,0,456,100,0.130460496,0.027955821,0,230,140.5555556,115.3752049,13311.43791,0,0,0,1,0,0,0,0,0,148.8235294,180.7142857,0,0,0,0,0,0,0,14,2530,3,0,26883,0,11,32,5515048,1683346.889,6705354,4324742,24070519.25,20585697.24,53247339,6655866,DoS attacks-Slowloris
DoS attacks-Slowloris,80,6,21.33333333,19,54,21,15/02/2018 11:00:21,107311707,14,3,2530,0,230,0,180.7142857,97.93752213,0,0,0,0,23.57617888,0.158417012,6706981.688,13911299.58,53247392,4,107311703,8254746.385,15101805.53,53247392,263,107311703,53655851.5,32044651.67,76314842,30996861,0,0,0,0,456,100,0.130461069,0.027955943,0,230,140.5555556,115.3752049,13311.43791,0,0,0,1,0,0,0,0,0,148.8235294,180.7142857,0,0,0,0,0,0,0,14,2530,3,0,26883,0,11,32,5514789.5,1683073.238,6704902,4324677,24070531,20585726.47,53247392,6655831,DoS attacks-Slowloris
Benign,3389,6,21.35185185,20,54,21,15/02/2018 11:00:21,3658770,10,7,1148,1581,677,0,114.8,210.0924664,1173,0,225.8571429,430.0986044,745.8790796,4.646370228,228673.125,429711.1658,1557996,3,3658770,406530,554944.7056,1557996,3,3577401,596233.5,648067.334,1719092,83595,0,0,0,0,212,152,2.733158958,1.913211271,0,1173,151.6111111,305.0826578,93075.4281,0,0,1,1,0,0,0,1,0,160.5294118,114.8,225.8571429,0,0,0,0,0,0,10,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
Benign,80,6,21.37037037,21,54,21,15/02/2018 11:00:21,5280466,4,4,97,232,97,0,24.25,48.5,232,0,58,116,62.30510716,1.515017803,754352.2857,1968616.272,5218455,42,62011,20670.33333,35541.41064,61710,116,5280323,1760107.667,3048113.529,5279766,246,0,0,0,0,92,92,0.757508902,0.757508902,0,232,36.55555556,80.00486096,6400.777778,0,0,0,1,0,0,0,0,1,41.125,24.25,58,0,0,0,0,0,0,4,97,4,232,8192,141,1,20,0,0,0,0,0,0,0,0,Benign
Benign,53,17,21.38888889,22,54,21,15/02/2018 11:00:21,378,1,1,42,58,42,42,42,0,58,58,58,0,264550.2646,5291.005291,378,0,378,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2645.502646,2645.502646,42,58,47.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,71,42,58,0,0,0,0,0,0,1,42,1,58,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
Benign,53,17,21.40740741,23,54,21,15/02/2018 11:00:21,1446,1,1,40,139,40,40,40,0,139,139,139,0,123789.7649,1383.125864,1446,0,1446,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,691.5629322,691.5629322,40,139,73,57.15767665,3267,0,0,0,0,0,0,0,0,1,109.5,40,139,0,0,0,0,0,0,1,40,1,139,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
Benign,445,6,21.42592593,24,54,21,15/02/2018 11:00:21,140883,3,1,0,0,0,0,0,0,0,0,0,0,0,28.39235394,46961,79780.88743,139079,68,140883,70441.5,97164.24991,139147,1736,0,0,0,0,0,0,0,0,0,72,32,21.29426545,7.098088485,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0,0,0,0,0,0,0,0,Benign
Benign,445,6,21.44444444,25,54,21,15/02/2018 11:00:21,1034826,7,5,364,582,103,0,52,49.21720566,409,0,116.4,167.0353256,914.1633473,11.5961524,94075.09091,106845.722,207844,38,1034826,172471,82947.29254,210821,3224,830121,207530.25,2439.986936,210695,204966,0,0,0,0,152,112,6.764422231,4.831730165,0,409,72.76923077,109.5332171,11997.52564,0,0,0,1,0,0,0,0,0,78.83333333,52,116.4,0,0,0,0,0,0,7,364,5,582,8192,255,4,20,0,0,0,0,0,0,0,0,Benign
Benign,59917,6,21.46296296,26,54,21,15/02/2018 11:00:21,35,2,0,0,0,0,0,0,0,0,0,0,0,0,57142.85714,35,0,35,35,35,35,0,35,35,0,0,0,0,0,0,0,0,0,40,0,57142.85714,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0,0,0,0,0,0,0,0,Benign
Benign,3389,6,21.48148148,27,54,21,15/02/2018 11:00:21,3441902,10,7,1148,1581,677,0,114.8,210.0924664,1173,0,225.8571429,430.0986044,792.8755671,4.939129586,215118.875,433586.8962,1568783,4,3441902,382433.5556,555381.5024,1568783,4,3368746,561457.6667,641986.874,1661689,60182,0,0,0,0,212,152,2.905370345,2.033759241,0,1173,151.6111111,305.0826578,93075.4281,0,0,1,1,0,0,0,1,0,160.5294118,114.8,225.8571429,0,0,0,0,0,0,10,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,Benign
Benign,50687,6,21.5,28,54,21,15/02/2018 11:00:21,13472,3,1,31,0,31,0,10.33333333,17.89785834,0,0,0,0,2301.068884,296.912114,4490.666667,7751.231537,13441,0,13441,6720.5,9504.222246,13441,0,0,0,0,0,0,0,0,0,0,60,20,222.6840855,74.2280285,0,31,6.2,13.86362146,192.2,0,0,0,0,1,0,0,0,0,7.75,10.33333333,0,0,0,0,0,0,0,3,31,1,0,1047,0,1,20,0,0,0,0,0,0,0,0,Benign
Benign,443,6,21.51851852,29,54,21,15/02/2018 11:00:21,575,3,0,46,0,46,0,15.33333333,26.55811238,0,0,0,0,80000,5217.391304,287.5,198.6970055,428,147,575,287.5,198.6970055,428,147,0,0,0,0,0,0,0,0,0,60,0,5217.391304,0,0,46,11.5,23,529,0,0,0,0,1,0,0,0,0,15.33333333,15.33333333,0,0,0,0,0,0,0,3,46,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,Benign
Benign,50739,6,21.53703704,30,54,21,15/02/2018 11:00:21,0,2,0,0,0,0,0,0,0,0,0,0,0,NaN,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0,0,0,0,0,0,0,0,Benign
Benign,53,17,21.55555556,31,54,21,15/02/2018 11:00:21,468,1,1,44,60,44,44,44,0,60,60,60,0,222222.2222,4273.504274,468,0,468,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2136.752137,2136.752137,44,60,49.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,74,44,60,0,0,0,0,0,0,1,44,1,60,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
Benign,53,17,21.57407407,32,54,21,15/02/2018 11:00:21,966,1,1,44,72,44,44,44,0,72,72,72,0,120082.8157,2070.393375,966,0,966,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1035.196687,1035.196687,44,72,53.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,80,44,72,0,0,0,0,0,0,1,44,1,72,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
Benign,53,17,21.59259259,33,54,21,15/02/2018 11:00:21,37687,1,1,47,103,47,47,47,0,103,103,103,0,3980.152307,53.06869743,37687,0,37687,37687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,26.53434871,26.53434871,47,103,65.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,98.5,47,103,0,0,0,0,0,0,1,47,1,103,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
Benign,80,6,21.61111111,34,54,21,15/02/2018 11:00:21,5214154,4,4,97,232,97,0,24.25,48.5,232,0,58,116,63.09748427,1.534285332,744879.1429,1943483.936,5151982,38,62172,20724,35589.38781,61819,104,5213943,1737981,3009819.33,5213421,201,0,0,0,0,92,92,0.767142666,0.767142666,0,232,36.55555556,80.00486096,6400.777778,0,0,0,1,0,0,0,0,1,41.125,24.25,58,0,0,0,0,0,0,4,97,4,232,8192,141,1,20,0,0,0,0,0,0,0,0,Benign
Benign,62706,6,21.62962963,35,54,21,15/02/2018 11:00:21,193,2,0,0,0,0,0,0,0,0,0,0,0,0,10362.6943,193,0,193,193,193,193,0,193,193,0,0,0,0,0,0,0,0,0,40,0,10362.6943,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,257,-1,0,20,0,0,0,0,0,0,0,0,Benign
Benign,3389,6,21.64814815,36,54,21,15/02/2018 11:00:21,2024912,9,8,1789,1581,661,0,198.7777778,270.9436186,1173,0,197.625,406.121705,1664.269855,8.395426567,126557,157515.8017,490660,4,2024912,253114,215023.8785,646178,4,1869321,267045.8571,144684.6128,490660,161048,0,0,0,0,192,184,4.444637594,3.950788973,0,1173,187.2222222,323.4871678,104643.9477,0,0,0,1,0,0,0,0,0,198.2352941,198.7777778,197.625,0,0,0,0,0,0,9,1789,8,1581,8192,62872,6,20,0,0,0,0,0,0,0,0,Benign
Benign,3389,6,21.66666667,37,54,21,15/02/2018 11:00:21,2825053,8,7,1128,1581,661,0,141,222.6233206,1173,0,225.8571429,430.0986044,958.9200627,5.309634899,201789.5,261730.9294,953370,79,2825053,403579,414938.4746,1309045,174,2520149,420024.8333,262177.9543,953370,301747,0,0,0,0,172,152,2.831805279,2.47782962,0,1173,169.3125,317.731274,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141,225.8571429,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0,0,0,0,0,0,0,0,Benign
Benign,443,6,21.68518519,38,54,21,15/02/2018 11:00:21,37,2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,837837.8378,54054.05405,37,0,37,37,37,37,0,37,37,0,0,0,0,0,1,0,0,0,40,0,54054.05405,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,0,0,0,0,0,0,2,31,0,0,254,-1,0,20,0,0,0,0,0,0,0,0,Benign
Benign,50634,6,21.7037037,39,54,21,15/02/2018 11:00:21,4193,3,1,31,0,31,0,10.33333333,17.89785834,0,0,0,0,7393.274505,953.9709039,1397.666667,2394.033069,4162,0,4162,2081,2942.978423,4162,0,0,0,0,0,0,0,0,0,0,60,20,715.4781779,238.492726,0,31,6.2,13.86362146,192.2,0,0,0,0,1,0,0,0,0,7.75,10.33333333,0,0,0,0,0,0,0,3,31,1,0,1013,0,1,20,0,0,0,0,0,0,0,0,Benign
Benign,443,6,21.72222222,40,54,21,15/02/2018 11:00:21,52352717,5,1,123,46,46,0,24.6,23.27659769,46,46,46,0,3.228103711,0.114607232,10470543.4,23299751.23,52150300,24,52352717,13088179.25,26041587.94,52150300,24,0,0,0,0,0,1,0,0,0,100,20,0.095506027,0.019101205,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46,0,0,0,0,0,0,5,123,1,46,258,180,2,20,202142,0,202142,202142,52150300,0,52150300,52150300,Benign
Benign,3389,6,21.74074074,41,54,21,15/02/2018 11:00:21,2546301,10,10,1994,2754,661,0,199.4,255.4556713,1173,0,275.4,481.2560418,1864.665646,7.854530945,134015.8421,171338.389,540299,3,2546301,282922.3333,221234.7024,601816,3,2363537,262615.2222,172764.8444,540333,25018,0,0,0,0,212,236,3.927265473,3.927265473,0,1173,226.0952381,371.1023989,137716.9905,0,0,0,1,0,0,0,0,1,237.4,199.4,275.4,0,0,0,0,0,0,10,1994,10,2754,8192,62872,7,20,0,0,0,0,0,0,0,0,Benign
Benign,443,6,21.75925926,42,54,21,15/02/2018 11:00:21,65270323,13,17,859,6482,498,0,66.07692308,147.0733726,1420,0,381.2941176,602.7728391,112.4707166,0.459626958,2250700.793,4153322.104,10189828,0,61273480,5106123.333,5269616.619,10227481,786,65231914,4076994.625,4969680.805,10230448,0,0,0,0,0,272,424,0.199171682,0.260455276,0,1420,236.8064516,478.2900389,228761.3613,0,0,0,1,0,0,0,0,1,244.7,66.07692308,381.2941176,0,0,0,0,0,0,13,859,17,6482,8192,239,9,20,94644.66667,133834.7007,367823,37653,10117602,75310.36972,10189828,9990582,Benign
Benign,53,17,21.77777778,43,54,21,15/02/2018 11:00:21,39369,1,1,30,225,30,30,30,0,225,225,225,0,6477.177475,50.80139196,39369,0,39369,39369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,25.40069598,25.40069598,30,225,95,112.5833025,12675,0,0,0,0,0,0,0,0,1,142.5,30,225,0,0,0,0,0,0,1,30,1,225,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
Benign,53,17,21.7962963,44,54,21,15/02/2018 11:00:21,119527,2,2,78,142,39,39,39,0,71,71,71,0,1840.588319,33.46524216,39842.33333,68256.42563,118658,347,119005,119005,0,119005,119005,119180,119180,0,119180,119180,0,0,0,0,16,16,16.73262108,16.73262108,39,71,51.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,64.75,39,71,0,0,0,0,0,0,2,78,2,142,-1,-1,1,8,0,0,0,0,0,0,0,0,Benign
Benign,53,17,21.81481481,45,54,21,15/02/2018 11:00:21,499,1,1,74,202,74,74,74,0,202,202,202,0,553106.2124,4008.016032,499,0,499,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2004.008016,2004.008016,74,202,116.6666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,175,74,202,0,0,0,0,0,0,1,74,1,202,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign
Benign,3128,6,21.83333333,46,54,21,15/02/2018 11:00:21,1002457,2,0,0,0,0,0,0,0,0,0,0,0,0,1.995098044,1002457,0,1002457,1002457,1002457,1002457,0,1002457,1002457,0,0,0,0,0,0,0,0,0,80,0,1.995098044,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14600,-1,0,40,0,0,0,0,0,0,0,0,Benign
Benign,3128,6,21.85185185,47,54,21,15/02/2018 11:00:21,1001287,2,0,0,0,0,0,0,0,0,0,0,0,0,1.997429309,1001287,0,1001287,1001287,1001287,1001287,0,1001287,1001287,0,0,0,0,0,0,0,0,0,80,0,1.997429309,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14600,-1,0,40,0,0,0,0,0,0,0,0,Benign
Benign,443,6,21.87037037,48,54,21,15/02/2018 11:00:21,334,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,230538.9222,8982.035928,167,212.1320344,317,17,334,167,212.1320344,317,17,0,0,0,0,0,1,0,0,0,60,0,8982.035928,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,258,-1,1,20,0,0,0,0,0,0,0,0,Benign
Benign,443,6,21.88888889,49,54,21,15/02/2018 11:00:21,383,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,201044.3864,7832.898172,191.5,251.0229073,369,14,383,191.5,251.0229073,369,14,0,0,0,0,0,1,0,0,0,60,0,7832.898172,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,258,-1,1,20,0,0,0,0,0,0,0,0,Benign
Benign,443,6,21.90740741,50,54,21,15/02/2018 11:00:21,633,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0,0,121642.97,4739.336493,316.5,429.2138162,620,13,633,316.5,429.2138162,620,13,0,0,0,0,0,1,0,0,0,60,0,4739.336493,0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41,25.66666667,0,0,0,0,0,0,0,3,77,0,0,254,-1,1,20,0,0,0,0,0,0,0,0,Benign
Benign,51162,6,21.92592593,51,54,21,15/02/2018 11:00:21,0,2,0,0,0,0,0,0,0,0,0,0,0,NaN,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,186,-1,0,20,0,0,0,0,0,0,0,0,Benign
Benign,51162,6,21.94444444,52,54,21,15/02/2018 11:00:21,310925,2,0,0,0,0,0,0,0,0,0,0,0,0,6.432419394,310925,0,310925,310925,310925,310925,0,310925,310925,0,0,0,0,0,0,0,0,0,40,0,6.432419394,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,186,-1,0,20,0,0,0,0,0,0,0,0,Benign
Benign,51164,6,21.96296296,53,54,21,15/02/2018 11:00:21,35,1,1,0,0,0,0,0,0,0,0,0,0,0,57142.85714,35,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,28571.42857,28571.42857,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,180,254,0,20,0,0,0,0,0,0,0,0,Benign
Benign,51155,6,21.98148148,54,54,21,15/02/2018 11:00:21,13,1,1,0,0,0,0,0,0,0,0,0,0,0,153846.1538,13,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,76923.07692,76923.07692,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,180,258,0,20,0,0,0,0,0,0,0,0,Benign
DoS attacks-Slowloris,80,6,22,1,49,22,15/02/2018 11:00:22,3047874,3,0,0,0,0,0,0,0,0,0,0,0,0,0.984292658,1523937,695815.7001,2015953,1031921,3047874,1523937,695815.7001,2015953,1031921,0,0,0,0,0,0,0,0,0,120,0,0.984292658,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,26883,-1,0,40,0,0,0,0,0,0,0,0,DoS attacks-Slowloris
DoS attacks-Slowloris,80,6,22.02040816,2,49,22,15/02/2018 11:00:22,3038882,3,0,0,0,0,0,0,0,0,0,0,0,0,0.987205163,1519441,701855.8062,2015728,1023154,3038882,1519441,701855.8062,2015728,1023154,0,0,0,0,0,0,0,0,0,120,0,0.987205163,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,26883,-1,0,40,0,0,0,0,0,0,0,0,DoS attacks-Slowloris
DoS attacks-Slowloris,80,6,22.04081633,3,49,22,15/02/2018 11:00:22,3023944,3,0,0,0,0,0,0,0,0,0,0,0,0,0.992081864,1511972,712902.2284,2016070,1007874,3023944,1511972,712902.2284,2016070,1007874,0,0,0,0,0,0,0,0,0,120,0,0.992081864,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,26883,-1,0,40,0,0,0,0,0,0,0,0,DoS attacks-Slowloris
